time,soil1,soil2,soil3,temp,humi,PH,sun,section1,section2,section3
2017-07-03-18,493,511,410,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-03-19,494,512,409,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-03-20,494,511,409,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-03-21,493,512,411,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-03-22,493,512,410,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-03-23,493,512,411,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-03-24,494,511,410,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-04-01,494,511,410,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-04-02,492,512,411,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-04-03,494,512,411,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-04-04,494,512,410,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-04-05,494,512,410,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-04-06,494,512,411,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-04-07,492,510,409,21,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-04-08,492,510,410,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-04-09,496,513,412,20,19,9.74,0,Rosemary,Lavender,Peppers
2017-07-04-10,494,512,411,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-04-11,494,513,412,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-04-12,495,512,411,22,20,9.81,0,Rosemary,Lavender,Peppers
2017-07-04-13,494,512,411,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-04-14,494,512,411,22,20,9.81,0,Rosemary,Lavender,Peppers
2017-07-04-15,495,513,411,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-04-16,495,512,412,22,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-04-17,495,513,412,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-04-18,494,512,412,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-04-19,495,512,411,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-04-20,495,512,412,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-04-21,492,509,410,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-04-22,493,510,411,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-04-23,494,511,412,21,20,9.75,0,Rosemary,Lavender,Peppers
2017-07-04-24,496,513,413,20,19,9.74,0,Rosemary,Lavender,Peppers
2017-07-05-01,495,512,413,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-05-02,496,512,413,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-03,495,512,413,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-04,495,512,413,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-05,495,511,412,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-05-06,495,512,413,21,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-05-07,495,512,413,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-05-08,495,511,412,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-09,494,509,411,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-05-10,494,510,412,21,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-05-11,493,510,412,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-05-12,493,510,413,20,19,9.74,0,Rosemary,Lavender,Peppers
2017-07-05-13,495,512,413,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-05-14,496,512,414,19,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-05-15,496,512,413,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-07-05-16,495,511,414,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-17,495,511,413,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-05-18,496,511,413,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-19,495,511,413,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-05-20,496,512,414,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-21,496,512,413,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-05-22,495,511,414,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-05-23,494,509,413,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-24,493,510,413,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-01,494,510,414,21,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-05-02,496,512,415,19,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-05-03,495,511,414,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-04,496,511,415,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-05-05,496,512,415,22,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-05-06,496,512,415,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-05-07,496,512,416,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-08,496,510,414,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-05-09,494,509,414,21,20,9.75,0,Rosemary,Lavender,Peppers
2017-07-05-10,497,513,416,21,20,9.75,0,Rosemary,Lavender,Peppers
2017-07-05-11,496,512,416,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-12,496,512,416,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-05-13,496,512,416,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-14,496,511,415,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-05-15,496,511,415,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-05-16,494,510,415,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-05-17,495,510,414,20,19,9.75,0,Rosemary,Lavender,Peppers
2017-07-05-18,495,512,416,20,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-05-19,496,512,417,21,20,9.75,0,Rosemary,Lavender,Peppers
2017-07-05-20,496,512,416,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-05-21,495,512,417,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-05-22,496,511,416,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-05-23,496,511,416,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-05-24,496,511,416,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-06-01,496,512,417,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-06-02,493,509,416,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-06-03,495,510,416,21,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-06-04,497,512,418,20,19,9.75,0,Rosemary,Lavender,Peppers
2017-07-06-05,496,511,418,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-06-06,496,511,417,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-06-07,497,512,418,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-06-08,497,511,418,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-06-09,497,511,418,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-06-10,496,511,417,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-06-11,494,509,416,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-06-12,495,510,417,20,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-06-13,495,510,418,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-06-14,496,512,419,19,19,9.75,0,Rosemary,Lavender,Peppers
2017-07-06-15,496,511,417,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-06-16,497,511,418,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-06-17,496,508,415,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-06-18,495,509,417,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-06-19,495,509,417,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-06-20,496,508,417,21,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-06-21,497,510,418,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-06-22,496,510,418,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-06-23,497,511,419,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-06-24,495,509,417,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-07-01,496,509,418,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-07-02,497,511,419,19,19,9.74,0,Rosemary,Lavender,Peppers
2017-07-07-03,497,511,419,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-07-04,497,511,418,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-07-05,497,511,416,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-07-06,495,509,416,20,19,9.74,0,Rosemary,Lavender,Peppers
2017-07-07-07,498,511,421,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-07-08,497,511,420,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-07-09,497,511,420,21,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-07-10,495,508,418,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-07-11,495,509,420,21,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-07-12,497,511,420,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-07-07-13,497,511,420,19,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-07-14,495,509,419,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-07-15,496,509,419,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-07-16,497,509,419,21,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-07-17,498,511,420,20,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-07-18,498,511,421,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-07-19,498,510,420,22,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-07-20,498,511,421,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-07-21,496,510,420,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-07-22,496,509,420,20,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-07-23,497,509,420,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-07-24,499,512,421,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-08-01,499,512,421,19,19,9.75,0,Rosemary,Lavender,Peppers
2017-07-08-02,499,512,422,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-08-03,498,511,421,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-08-04,498,511,421,22,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-08-05,498,511,422,21,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-08-06,498,511,421,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-08-07,495,508,420,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-08-08,498,509,421,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-08-09,497,509,420,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-08-10,496,509,420,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-08-11,497,509,422,20,19,9.75,0,Rosemary,Lavender,Peppers
2017-07-08-12,499,512,422,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-08-13,499,511,422,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-08-14,499,508,419,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-08-15,498,510,421,20,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-08-16,499,511,422,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-08-17,497,512,422,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-08-18,498,511,422,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-08-19,497,509,421,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-08-20,495,508,420,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-08-21,496,509,421,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-08-22,497,509,420,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-08-23,497,509,421,21,20,9.75,0,Rosemary,Lavender,Peppers
2017-07-08-24,497,509,423,20,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-09-01,500,512,423,19,19,9.74,0,Rosemary,Lavender,Peppers
2017-07-09-02,499,512,423,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-09-03,500,511,422,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-09-04,499,511,420,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-09-05,499,511,421,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-09-06,499,511,423,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-09-07,498,511,423,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-09-08,498,510,422,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-09-09,500,509,421,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-09-10,497,508,422,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-09-11,498,510,424,21,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-09-12,500,512,423,19,19,9.75,0,Rosemary,Lavender,Peppers
2017-07-09-13,500,512,422,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-09-14,499,511,422,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-09-15,499,512,422,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-09-16,499,511,423,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-09-17,499,510,422,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-09-18,500,511,421,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-09-19,499,511,422,21,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-09-20,496,508,421,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-09-21,497,509,421,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-09-22,498,509,422,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-09-23,498,509,421,21,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-09-24,500,511,423,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-10-01,500,511,423,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-10-02,499,511,422,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-10-03,499,511,423,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-10-04,499,511,423,22,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-10-05,500,510,422,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-10-06,497,509,420,21,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-10-07,500,512,422,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-10-08,500,512,423,19,19,9.75,0,Rosemary,Lavender,Peppers
2017-07-10-09,499,511,422,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-10-10,500,511,423,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-10-11,500,511,421,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-10-12,498,509,420,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-10-13,498,510,421,21,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-10-14,501,512,422,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-10-15,500,511,422,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-10-16,500,512,423,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-07-10-17,499,511,422,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-10-18,499,511,421,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-10-19,500,508,417,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-10-20,498,510,420,21,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-10-21,499,510,420,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-10-22,501,512,421,21,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-10-23,500,512,423,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-07-10-24,500,511,423,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-11-01,500,511,422,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-11-02,500,511,422,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-11-03,500,512,423,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-11-04,500,511,422,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-11-05,499,511,422,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-11-06,498,508,420,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-11-07,498,510,420,20,19,9.74,0,Rosemary,Lavender,Peppers
2017-07-11-08,501,512,424,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-07-11-09,500,511,423,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-11-10,500,511,423,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-11-11,499,509,423,22,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-11-12,499,510,422,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-11-13,499,510,423,21,20,9.73,0,Rosemary,Lavender,Peppers
2017-07-11-14,501,512,424,19,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-11-15,500,512,424,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-11-16,501,512,424,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-11-17,500,511,423,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-11-18,500,511,423,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-11-19,497,508,420,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-11-20,500,510,421,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-11-21,499,510,421,21,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-11-22,501,512,423,20,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-11-23,501,512,424,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-11-24,501,512,424,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-12-01,501,512,425,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-12-02,501,511,424,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-12-03,501,512,424,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-12-04,500,511,425,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-12-05,500,509,421,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-12-06,499,510,423,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-12-07,500,512,424,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-12-08,501,512,424,19,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-12-09,501,512,424,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-07-12-10,501,512,424,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-12-11,500,512,424,20,19,9.81,0,Rosemary,Lavender,Peppers
2017-07-12-12,501,512,423,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-12-13,501,512,424,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-12-14,501,511,424,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-12-15,501,512,425,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-12-16,499,510,422,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-12-17,500,509,422,22,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-12-18,499,511,424,20,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-12-19,500,510,422,19,19,9.74,0,Rosemary,Lavender,Peppers
2017-07-12-20,502,513,424,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-12-21,502,512,424,19,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-12-22,501,512,422,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-12-23,500,512,422,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-12-24,501,512,421,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-13-01,501,512,423,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-13-02,501,512,423,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-13-03,498,509,422,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-13-04,499,510,422,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-13-05,499,509,422,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-13-06,500,510,423,22,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-13-07,501,510,423,22,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-13-08,502,512,423,21,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-13-09,501,512,424,19,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-13-10,502,512,425,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-13-11,502,512,424,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-13-12,501,512,424,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-13-13,502,512,425,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-13-14,501,512,423,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-13-15,499,510,422,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-13-16,499,509,421,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-13-17,500,510,420,22,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-13-18,501,513,422,22,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-13-19,502,512,422,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-13-20,501,512,421,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-13-21,501,512,420,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-13-22,501,512,420,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-13-23,499,508,417,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-13-24,500,510,418,22,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-14-01,501,511,418,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-14-02,500,513,419,22,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-14-03,502,512,419,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-14-04,502,513,418,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-14-05,502,512,418,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-14-06,502,512,418,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-14-07,502,512,420,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-14-08,503,512,419,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-14-09,502,511,418,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-14-10,500,510,418,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-14-11,501,509,417,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-14-12,500,509,417,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-14-13,500,510,419,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-14-14,501,509,418,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-14-15,500,510,419,22,20,9.75,0,Rosemary,Lavender,Peppers
2017-07-14-16,501,510,418,21,20,9.75,0,Rosemary,Lavender,Peppers
2017-07-14-17,501,512,419,21,20,9.75,0,Rosemary,Lavender,Peppers
2017-07-14-18,502,512,420,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-14-19,502,512,421,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-14-20,503,512,420,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-14-21,502,512,420,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-14-22,502,512,421,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-14-23,502,512,422,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-14-24,501,511,420,22,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-15-01,501,511,419,21,20,9.76,0,Rosemary,Lavender,Peppers
2017-07-15-02,501,511,420,20,19,9.74,0,Rosemary,Lavender,Peppers
2017-07-15-03,501,511,420,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-15-04,503,513,420,19,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-15-05,503,513,420,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-15-06,503,513,421,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-15-07,502,512,421,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-15-08,503,512,420,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-15-09,503,513,421,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-15-10,500,511,419,22,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-15-11,501,511,419,22,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-15-12,503,513,421,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-15-13,502,512,421,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-15-14,503,513,420,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-15-15,502,512,420,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-15-16,502,512,420,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-15-17,502,512,419,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-15-18,500,510,419,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-15-19,502,510,419,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-15-20,501,510,419,20,19,9.75,0,Rosemary,Lavender,Peppers
2017-07-15-21,502,509,418,22,20,9.75,0,Rosemary,Lavender,Peppers
2017-07-15-22,503,513,420,19,19,9.75,0,Rosemary,Lavender,Peppers
2017-07-15-23,503,512,420,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-15-24,503,512,420,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-16-01,502,512,421,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-16-02,502,512,421,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-16-03,502,512,421,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-16-04,503,512,422,22,20,9.8,0,Rosemary,Lavender,Peppers
2017-07-16-05,501,512,422,20,19,9.77,0,Rosemary,Lavender,Peppers
2017-07-16-06,502,512,422,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-16-07,502,512,422,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-16-08,502,508,421,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-16-09,500,510,422,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-16-10,500,510,422,22,20,9.78,0,Rosemary,Lavender,Peppers
2017-07-16-11,501,511,421,22,20,9.79,0,Rosemary,Lavender,Peppers
2017-07-16-12,501,511,423,22,20,9.77,0,Rosemary,Lavender,Peppers
2017-07-16-13,501,511,423,22,20,9.75,0,Rosemary,Lavender,Peppers
2017-07-16-14,501,512,425,22,20,9.74,0,Rosemary,Lavender,Peppers
2017-07-16-15,501,512,425,19,19,9.76,0,Rosemary,Lavender,Peppers
2017-07-16-16,503,513,424,19,19,9.74,0,Rosemary,Lavender,Peppers
2017-07-16-17,503,512,424,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-07-16-18,502,512,424,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-07-16-19,503,512,425,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-16-20,503,512,426,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-07-16-21,503,512,426,20,19,9.78,0,Rosemary,Lavender,Peppers
