time,soil1,soil2,soil3,temp,humi,PH,sun,section1,section2,section3
2017-09-02-23,320,408,385,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-02-24,321,407,384,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-03-01,321,405,382,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-03-02,320,406,384,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-03-03,319,407,384,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-03-04,320,407,384,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-03-05,320,408,384,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-03-06,321,407,385,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-03-07,321,408,385,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-03-08,321,408,385,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-03-09,321,408,386,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-03-10,320,407,385,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-03-11,321,407,382,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-03-12,319,406,384,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-03-13,319,406,384,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-03-14,319,406,384,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-03-15,319,405,382,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-09-03-16,321,408,385,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-03-17,321,408,386,19,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-03-18,320,408,385,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-03-19,320,408,386,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-03-20,320,408,385,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-03-21,321,408,386,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-03-22,320,408,385,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-03-23,320,407,385,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-03-24,320,407,385,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-04-01,321,406,384,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-04-02,320,406,384,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-04-03,319,406,384,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-04-04,319,405,383,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-04-05,320,405,383,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-04-06,320,405,383,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-04-07,320,406,384,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-04-08,319,405,384,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-09-04-09,319,405,384,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-04-10,320,407,385,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-04-11,320,408,386,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-04-12,321,407,385,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-04-13,321,408,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-04-14,321,408,386,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-04-15,321,407,385,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-04-16,321,408,386,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-04-17,321,408,386,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-04-18,321,408,385,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-04-19,321,408,386,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-04-20,321,408,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-04-21,321,408,386,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-04-22,321,408,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-04-23,321,408,386,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-04-24,321,408,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-01,321,407,385,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-05-02,320,407,385,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-03,320,407,385,20,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-05-04,321,407,385,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-05,320,405,383,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-05-06,319,407,385,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-05-07,320,407,385,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-05-08,319,407,385,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-05-09,321,407,386,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-05-10,321,407,385,19,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-05-11,321,408,386,19,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-05-12,322,408,386,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-13,322,407,385,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-05-14,321,407,385,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-15,321,406,384,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-05-16,320,405,384,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-05-17,321,407,385,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-05-18,321,407,382,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-05-19,321,407,382,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-05-20,321,407,382,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-05-21,322,408,382,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-05-22,321,407,382,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-05-23,321,408,382,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-05-24,321,407,381,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-05-01,322,408,382,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-02,321,407,382,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-03,321,407,381,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-04,322,408,382,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-05,321,408,382,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-06,322,408,382,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-05-07,322,408,382,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-08,321,406,381,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-09,321,406,381,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-10,320,405,380,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-09-05-11,321,407,382,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-05-12,322,408,383,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-13,322,408,382,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-14,322,404,381,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-15,321,407,381,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-16,322,406,380,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-17,322,408,381,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-18,322,408,381,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-19,322,408,380,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-20,322,408,381,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-05-21,323,405,378,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-05-22,320,405,379,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-05-23,321,406,379,20,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-05-24,320,405,378,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-06-01,320,407,380,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-09-06-02,322,408,380,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-06-03,322,407,379,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-06-04,322,407,380,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-06-05,321,407,380,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-06-06,322,408,380,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-06-07,322,407,379,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-06-08,322,407,380,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-06-09,323,407,379,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-06-10,322,408,380,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-06-11,322,407,379,20,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-06-12,323,407,379,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-06-13,322,407,379,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-06-14,322,407,379,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-06-15,321,406,378,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-06-16,320,405,378,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-06-17,322,406,378,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-06-18,321,406,377,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-06-19,321,406,378,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-06-20,321,405,377,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-06-21,321,405,377,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-09-06-22,322,407,379,20,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-06-23,322,408,380,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-06-24,322,407,379,19,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-08-01,323,407,379,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-08-02,323,407,378,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-08-03,322,407,379,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-04,323,406,376,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-08-05,322,405,377,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-06,321,406,378,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-09-08-07,322,407,379,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-08-08,323,407,379,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-08-09,323,407,379,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-10,323,407,380,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-08-11,323,408,380,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-12,322,407,380,20,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-08-13,322,407,379,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-14,323,405,378,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-08-15,323,408,383,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-16,322,406,381,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-08-17,321,405,381,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-08-18,322,406,382,20,19,9.78,0,Rosemary,Lavender,Peppers
2017-09-08-19,321,406,381,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-08-20,322,407,383,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-09-08-21,323,407,383,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-08-22,323,407,383,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-08-23,323,408,383,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-24,323,407,382,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-08-01,323,407,382,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-02,324,408,383,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-08-03,323,406,382,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-04,323,406,383,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-08-05,323,407,382,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-06,323,407,383,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-08-07,323,406,381,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-08,321,405,381,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-08-09,321,404,380,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-08-10,321,404,381,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-09-08-11,321,404,381,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-08-12,322,405,382,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-09-08-13,322,404,380,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-14,322,404,380,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-08-15,321,405,381,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-08-16,322,404,380,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-09-08-17,322,405,381,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-08-18,323,407,383,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-08-19,324,406,382,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-20,323,407,384,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-08-21,324,407,384,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-22,324,407,383,20,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-08-23,323,407,384,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-08-24,324,407,384,20,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-09-01,324,406,383,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-09-02,324,407,384,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-09-03,324,407,383,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-09-04,323,404,381,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-09-05,322,404,381,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-09-06,322,404,381,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-09-07,322,404,382,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-09-08,323,405,382,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-09-09-09,323,406,384,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-09-10,323,406,384,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-09-11,323,406,383,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-09-12,323,406,384,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-09-13,324,406,383,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-09-14,324,406,384,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-09-15,324,407,384,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-09-16,324,407,384,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-09-17,323,404,382,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-09-18,322,405,383,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-09-19,323,405,383,21,20,9.78,0,Rosemary,Lavender,Peppers
2017-09-09-20,323,406,384,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-09-21,324,406,384,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-09-22,324,407,384,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-09-23,324,406,384,19,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-09-24,324,407,385,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-10-01,324,406,385,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-10-02,324,406,385,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-10-03,324,406,385,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-10-04,322,403,383,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-10-05,323,403,382,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-10-06,324,406,384,20,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-10-07,324,406,385,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-10-08,324,405,384,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-10-09,324,406,384,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-10-10,324,406,384,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-10-11,324,406,385,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-10-12,324,405,384,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-10-13,324,405,384,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-10-14,323,404,383,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-10-15,323,403,382,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-10-16,324,406,385,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-09-10-17,323,406,384,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-10-18,324,406,385,19,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-10-19,324,406,385,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-10-20,324,406,385,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-10-21,324,405,384,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-10-22,324,406,385,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-10-23,323,406,385,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-10-24,322,404,383,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-11-01,322,403,384,20,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-11-02,324,405,384,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-11-03,324,406,385,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-11-04,324,406,385,19,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-11-05,324,406,385,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-11-06,324,406,385,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-11-07,324,406,385,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-11-08,324,406,385,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-11-09,322,404,383,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-11-10,323,404,383,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-11-11,322,404,383,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-11-12,324,406,384,19,19,9.78,0,Rosemary,Lavender,Peppers
2017-09-11-13,324,406,385,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-11-14,324,406,385,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-11-15,325,406,385,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-11-16,324,406,385,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-11-17,324,405,384,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-11-18,325,406,384,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-11-19,324,405,385,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-11-20,324,405,384,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-11-21,322,403,383,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-11-22,324,405,383,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-11-23,324,404,383,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-11-24,323,404,384,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-12-01,323,404,383,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-09-12-02,324,405,385,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-12-03,325,406,386,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-12-04,325,406,385,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-12-05,324,406,385,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-12-06,323,405,385,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-12-07,324,405,383,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-12-08,323,404,384,21,20,9.81,0,Rosemary,Lavender,Peppers
2017-09-12-09,323,404,384,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-12-10,324,406,385,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-12-11,324,405,385,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-12-12,325,405,385,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-12-13,325,405,384,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-12-14,324,406,386,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-12-15,325,406,386,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-12-16,324,406,386,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-12-17,324,405,385,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-12-18,324,404,384,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-12-19,322,403,384,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-12-20,323,404,384,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-12-21,323,403,383,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-12-22,324,404,383,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-12-23,324,406,386,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-12-24,325,406,386,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-13-01,325,406,386,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-13-02,325,406,386,20,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-13-03,324,405,386,20,19,9.86,0,Rosemary,Lavender,Peppers
2017-09-13-04,324,405,386,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-13-05,324,405,385,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-13-06,325,404,384,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-13-07,324,405,386,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-09-13-08,325,406,387,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-13-09,326,407,387,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-13-10,326,405,386,19,19,9.85,0,Rosemary,Lavender,Peppers
2017-09-13-11,325,407,387,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-13-12,326,407,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-13-13,326,407,387,21,20,9.86,0,Rosemary,Lavender,Peppers
2017-09-13-14,325,406,386,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-13-15,323,404,385,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-13-16,323,404,385,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-13-17,324,404,386,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-13-18,325,406,387,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-13-19,326,406,386,19,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-13-20,325,406,387,21,20,9.86,0,Rosemary,Lavender,Peppers
2017-09-13-21,325,406,386,19,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-13-22,326,407,387,21,20,9.85,0,Rosemary,Lavender,Peppers
2017-09-13-23,326,407,387,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-13-24,326,406,386,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-14-01,326,406,387,21,20,9.85,0,Rosemary,Lavender,Peppers
2017-09-14-02,325,405,386,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-14-03,324,405,386,21,20,9.85,0,Rosemary,Lavender,Peppers
2017-09-14-04,324,404,385,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-14-05,324,405,386,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-14-06,324,404,385,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-14-07,324,405,386,19,19,9.79,0,Rosemary,Lavender,Peppers
2017-09-14-08,326,406,386,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-14-09,325,406,387,19,19,9.8,0,Rosemary,Lavender,Peppers
2017-09-14-10,325,406,387,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-14-11,326,405,387,19,19,9.86,0,Rosemary,Lavender,Peppers
2017-09-14-12,326,406,387,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-14-13,326,406,386,21,20,9.86,0,Rosemary,Lavender,Peppers
2017-09-14-14,325,406,387,19,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-14-15,326,406,387,20,19,9.84,0,Rosemary,Lavender,Peppers
2017-09-14-16,325,406,388,20,19,9.85,0,Rosemary,Lavender,Peppers
2017-09-14-17,326,406,388,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-14-18,326,405,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-14-19,325,403,383,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-14-20,325,404,384,21,20,9.8,0,Rosemary,Lavender,Peppers
2017-09-14-21,325,405,385,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-14-22,326,406,386,19,19,9.81,0,Rosemary,Lavender,Peppers
2017-09-14-23,326,406,386,19,19,9.86,0,Rosemary,Lavender,Peppers
2017-09-14-24,326,406,387,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-15-01,326,406,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-15-02,326,406,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-15-03,325,406,388,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-15-04,326,406,388,21,20,9.85,0,Rosemary,Lavender,Peppers
2017-09-15-05,325,405,387,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-15-06,327,405,386,21,20,9.85,0,Rosemary,Lavender,Peppers
2017-09-15-07,325,405,387,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-15-08,325,404,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-15-09,324,404,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-15-10,325,405,387,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-09-15-11,325,406,387,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-15-12,325,405,387,19,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-15-13,326,406,387,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-15-14,326,406,387,21,20,9.85,0,Rosemary,Lavender,Peppers
2017-09-15-15,326,405,387,21,20,9.83,0,Rosemary,Lavender,Peppers
2017-09-15-16,326,405,387,20,19,9.86,0,Rosemary,Lavender,Peppers
2017-09-15-17,326,406,388,21,20,9.82,0,Rosemary,Lavender,Peppers
2017-09-15-18,325,405,387,21,20,9.85,0,Rosemary,Lavender,Peppers
2017-09-15-19,326,404,385,20,19,9.83,0,Rosemary,Lavender,Peppers
2017-09-15-20,325,404,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-15-21,324,403,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-15-22,327,404,385,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-15-23,324,404,386,21,20,9.84,0,Rosemary,Lavender,Peppers
2017-09-15-24,325,405,387,21,20,9.79,0,Rosemary,Lavender,Peppers
2017-09-16-01,326,406,388,19,19,9.82,0,Rosemary,Lavender,Peppers
2017-09-16-02,326,406,388,19,19,9.82,0,Rosemary,Lavender,Peppers
